book_id,book_title,subject,chapter_id,chapter_title,chapter_order,item_id,item_title,item_order,key_points,full_text,page_reference
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item02,助動詞の文の形 (肯定文),2,肯定文: S + 助動詞 + V原; 助動詞は動詞の前; 動詞は必ず原形; 例文1 (Eiko can speak Chinese.),まずは助動詞の肯定文・否定文・疑問文の作り方を覚えてもらって、\nそのあとで色々な助動詞を見てもらいましょう!\n\nI 助動詞の肯定文・否定文・疑問文\n\n●POINT\n助動詞の文の形\n●肯定文: S + 助動詞 + V原\n※助動詞は動詞の前に置く! そして必ず動詞は原形!\n●否定文: S + 助動詞 + not + V原\n※助動詞の後ろに not を置く!\n●疑問文: 助動詞 + S + V原?\n※助動詞を文頭に出し、最後に「?」を付ける!\n\n第\nP6\n講助動詞①\n\nこの「文に意味を付け加える助動詞」が入ったとき、\n動詞は必ず原形 (V) になるから、これシッカリおさえておいてね。\nどの助動詞も基本的に使い方は同じなので、\n上の文の形を頭の中に残したまま例文で確認していこう!\n\n例文 1\nEiko can speak Chinese.\n英子は中国語を話すことができます。\n我愛你\n\n例文1は、Eiko can speaks ではなく、助動詞 + V という重要ルール\nを守って Eiko can speak になっているのに注目!\nそして、助動詞は文に意味を付け加えるという重要な働きをしているの\nを忘れちゃダメだよ!\n今回は、can が 「能力・可能」の意味を文に付け加えているんだね。,P65
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item03,助動詞の文の形 (否定文),3,否定文: S + 助動詞 + not + V原; 助動詞の後ろにnot; 短縮形あり; 例文2 (Peter couldn't sleep...),じゃ、今度は否定文の形を見てみよう!\n\n石田「あ!この助動詞の否定文・疑問文の作り方、前にもやった\n気がする! do not V原 Do you V原 ? とかでやったよね?」\n\n英子「そう! 前にやった助動詞の do と同じなのよ。否定文のと\nきは助動詞の直後に not が付くし、疑問文のときは助動詞は文\n頭に置かれるの。助動詞は基本的に皆同じ扱いなのよね」\nP66\n例文2\nPeter couldn't sleep very well last night.\nピーターは昨夜よく眠ることができませんでした。\n\n例文2は 「S + 助動詞 + not + V原」 の形をとった否定文だよね。\n助動詞の入った文を否定文の形にするときは、\n基本的に助動詞の後ろに not を入れてあげれば完成。\nこの例文では、could not の短縮形の couldn't を使って、\n「~することができなかった」という意味を文に付け加えているんだ。,P65-P66
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item04,助動詞の文の形 (疑問文と答え方),4,"疑問文: 助動詞 + S + V原?; 助動詞を文頭に; 答え方: 聞かれた助動詞で答える; 例文3 (Can George go...? Yes, he can./No, he cannot[can't].)","じゃ最後、疑問文の例文を見てみよう!\n\n例文3\nCan George go with me?\nジョージは私と一緒に行くことができますか?\n-Yes, he can./No, he cannot [can't].\n-はい、できます。/いいえ、できません。\n\n例文3は 「助動詞 + S + V原...?」 という疑問文の形をしているね。\n一般的に、助動詞の入った疑問文は、助動詞を文頭にもっていき、\n最後に「?」を付ければできあがり!\n答え方も 「英語は聞かれたもので答える」という基本ルールを守ってね!\n\nさあ、これで助動詞が入った文の形はマスターできたよね!\n次はどんな助動詞がどんな意味をもっているのか、\n例文を見ながらサクサクシッカリと確認していこう!",P66
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item05,助動詞 can / could,5,"意味: 能力・可能 (=be able to), 可能性, 許可; 過去形: could; 例文 (Eiko is able to speak Chinese.; It cannot be true.; Can I use your pen?)",色々な助動詞\n\ncan → could (過去形)\n① Vすることができる 《能力・可能》 = be able to\n② Vする可能性がある 《可能性》\n③ Vしてもよい 《許可》\nP67\n\nこの can は頻繁に使われる助動詞だから、シッカリおさえておいてね!\nちなみに、can が ① 《能力・可能》 の意味のときは、\nbe able to とも書きかえられるよ。\n\nEiko is able to speak Chinese.\n英子は中国語を話すことができます。 《能力・可能》\n\nIt cannot be true.\n講助動詞①\n第\n\nそれは本当のはずがない(本当である可能性はない)。 《可能性》\n\n例文\nCan I use your pen?\n□ペンを借りてもいい? 《許可》\n\ncan にはこのような意味があるんだ。\nさあ、次は may ですよ!,P66-P67
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item06,助動詞 may / might,6,"意味: 許可 (してもよい), 推量 (かもしれない); 過去形: might (主に推量); 確率50%のニュアンス; 例文 (You may go home now.; Tony may[might] be sick.); 過去形は丁寧・弱い意味",may → might (過去形)\n① Vしてもよい 《許可》\n② Vするかもしれない 《推量》 might はこの 《推量》 を表す\n\nmay の基本の意味は 「半分半分=確率50%」 って感じ。\n①の 「Vしてもよい 《許可》」は、\n「Vしてもいいし、しなくてもいいよ」という感じだよ。\n\nYou may go home now.\nもう家に帰ってもよい (し、帰らなくてもよい)。 《許可》\n\n②の「Vするかもしれない 《推量》」も、\n「Vするかもしれないし、しないかもしれない」という雰囲気だね。\n\nTony may [might] be sick.\nトニーは病気かもしれない (し、病気じゃないかもしれない)。《推量》\n\n考察\n助動詞の過去形は丁寧で弱い!?\ncan の過去形 could も、may の過去形 might も、過去形だけ\nど現在の文でも使われるのよ。そして、can や may より could\nや might の方が 「丁寧」で「弱い」意味をもつの。助動詞はたい\nてい、過去形の方が丁寧で弱いと考えてね。\nP68\nmight は may の過去形で、推量を表すからね。\nこの might や could は過去形だけど、現在の文でも使うんだね。,P67-P68
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item07,助動詞 must,7,"意味: 義務 (しなければならない = have to), 推量 (に違いない), 禁止 (must not: してはいけない); 過去形なし (had to を使う); 例文 (You must[have to] take off...; Jack must be tired.; You must not enter...)",must →過去形は無し→過去の話のときは had to を使う\n① Vしなければならない 《義務》 = have [has] to\n② Vするに違いない 《推量》\n③ Vしてはいけない 《禁止》 must not [mustn't] V原\n\nYou must [have to] take off your shoes.\nあなたは靴を脱がなければならない。 《義務》\n\nこの must は非常に強い意味をもった助動詞なんだよね。\nmust が 《義務》 のときは have [has] to とも書きかえられるよ。\n\nJack must be tired.\nジャックは疲れているに違いない。 《推量》\n\nYou must not [mustn't] enter the laboratory.\nその実験室に入ってはいけない。 《禁止》\n\nmust が 《禁止》 (Vしてはいけない) の意味になるのは、\nmust not V という形のときだけだから注意してね。,P68
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item08,助動詞 should,8,意味: 義務・必要・当然 (すべきである); 例文 (Nancy should know more...),should\n① Vすべきである 《義務・必要・当然》\n\nNancy should know more about Japan.\nナンシーは日本についてもっと知るべきである。 《義務・必要・当然》\n\nでは、最後に助動詞を使った重要な表現を一気にやっちゃおう!,P68
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item09,助動詞の書き換え,9,will = be going to; can(可能) = be able to; must(義務) = have[has] to; must not の否定 (～する必要はない) = don't have to / don't need to / need not,助動詞の書きかえしまヒョ!\n□ will = be going to\n□ can 《可能》 = be able to\n□ must 《義務》 = have [has] to\n※ must 《義務》 の否定形≒ don't have to V\n= don't need to V原 = need not V原,P68
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item10,重要表現 (shall),10,Shall I V原...? (～しましょうか？/申し出); Shall we V原...? (～しませんか？/誘い); 例文 (Shall I open...?; Shall we go...?),P69\n\nshall を用いた重要表現\n✓ Shall I V原... ?\n: (私が) Vしましょうか? 《相手に申し出る》\n▽ Shall we V原? (一緒に) Vしませんか? 《相手を誘う》\n✓\nShall I open the door?\n(私が) ドアを開けましょうか? 《相手に申し出る》\n\nShall we go to the party?\n(一緒に) パーティーに行きませんか? 《相手を誘う》,P69
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item11,重要表現 (依頼: will/would/could),11,Will you V原...? (～してもらえませんか？); Would you V原...? (丁寧な依頼); Could you V原...? (丁寧な依頼); 例文 (Will you turn on...?; Would[Could] you help me?),will would could を用いた依頼表現\n▽ Will you V原.....?\nVしてもらえませんか? 《依頼》\n✓ Would you V原?\nVしてくださいませんか? 《丁寧な依頼》\n= Could you V原.....?\n\nWill you turn on the light?\n・明かりをつけてもらえませんか? 《依頼 》\n\nWould [Could] you help me?\n手伝ってくださいませんか? 《丁寧な依頼》\n\nこの 「Would you V?」 は海外旅行でもかなり使えるから、\nシッカリと覚えておいちゃおうね!,P69
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item12,重要表現 (would like to),12,would like to V原 = Vしたいものです (丁寧なwant to); 短縮形 I'd; 例文 (I would like to play tennis...),さ、いいかな?\n一通り頭に入ったところで、CHECK問題にGO!\n\nP6\n講助動詞① would を用いたその他の重要表現\nwould like to V原 (Vしたいものです) 《丁寧な want to V 》\n例: I would like to play tennis with you.\n(私は君とテニスがしたいものです。)\n※ 「I would」は「I'd」と省略されることもあるでしゅ。,P69
eng-01,大岩のいちばんはじめの英文法,英語,ch06,助動詞 ① ~ 助動詞 & 助動詞が入った文の形~,6,ch06-item13,CHECK問題,13,"助動詞の基本ルール; 助動詞の意味(shouldn't, had to, Shall we, will be able to, may); 助動詞は1文に1つ",P70\n第6講助動詞 ①\n第\nCHECK問題\n\n第6講のまとめ\n★助動詞は文の形を変えたり、文に意味を付け加えたりする。\n★助動詞肯定文 : S + 助動詞 + V原\n一否定文 : S + 助動詞 + not + V原\n疑問文 : 助動詞 + S + V原...?\n\n問題 日本文に合うように、空所に最も適切な語句の番号を選びなさい。\n\n1. 君はそんなことをすべきではない。\nYou ( ) do such a thing.\n① shouldn't\n② don't\n③ cannot\n④ won't\n\n2. 昨日は早起きしなければなりませんでした。\nI ( ) get up early yesterday.\n① might\n② have to\n③ must\n④ had to\n\n3. テニスをしませんか?\n( ) play tennis?\n① Shall\n② Shall you\n③ Shall we\n④ Shall I\n\n4. 彼女はすぐに歩けるようになるでしょう。\nShe ( ) walk soon.\n① will can\n② will be able to\n③ is going to can\n④ can be going to\n\n5. あなたは歴史学で悪い成績をとるかもしれません。\nYou ( ) get a poor grade in history.\n① should\n② must\n③ will\n④ may\nP71\n解答・解説\nここがポイント!\n★助動詞の意味と使い方はキッチリと覚えよう!\n★いつの話をしているのか、時制にも注意!\n★助動詞を使うのは1つの文に1回のみ。\n\nHideki\n\n第\nP6\n講助動詞①\n\n1. 正解 = ① 「Vすべきではない」は、should の否定なので「should\nnot [shouldn't] 」となる。したがって①が正解。\n\n2. 正解 = ④ ★ 「Vしなければならない」は「must = have to」だが、\nこの文は昨日の話なので、過去形にしなければならない。よって④が\n正解。must 自体には過去形が存在しないので、must を過去にしたい\nときは have to の過去形である had to を使う。\n\n3. 正解 = ③ ★ 「Vしませんか?」と相手を誘う表現は 「Shall we V ?」。\nよって③が正解。他にも相手を誘う表現は 「Let's V.」「How about\nVing?」「What do you say to Ving?」などがある。\n\n4. 正解 = ② ★ 「歩けるようになる」のは未来の話なので will を使う。\nまた、「歩ける」は可能の意味なので、can を使いたいが、助動詞は1\nつの文に1回しか使えない。よって can と同じ意味をもつ be able to\nを使った②が正解。\n\n5. 正解 = ④ ★ 「Vするかもしれない」という推量は may を使う。よっ\nて、④が正解。他の選択肢は、文法的にはおかしくないけど、意味が\n合わないのでダメ。,P70-P71
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item01,はじめに - 慣用的な助動詞表現,1,2語以上で1つの助動詞の働き; had better; used to,今回は2倍以上のカタマリで\n1つの助動詞として働く表現を\nバンバン押さえていきますぜ親分!\n\nかんよう\n今回の主役\n慣用的な助動詞表現\n\nhad better や used to のように、2語以上の単語がカタマって1つの\n助動詞の働きをするものもあるんだよね。\n今回はそういった慣用的な助動詞表現をバンバンおさえていくよ!,P72
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item02,had better V原 / had better not V原,2,had better V原: Vした方がよい; had better not V原: Vしない方がよい; notの位置に注意; 現在の意味; 助動詞扱い,| 注意すべき慣用的な助動詞表現\n✓ had better V原 : Vした方がよい\n✓ had better not V原 : Vしない方がよい\n\nYou had better go to the office at once.\n君はすぐに出勤した方がよい。\n\nYou had better not attend the meeting.\n君はその会合に出席しない方がよい。\n\nhad better (had だけど現在の意味!) の否定は had better not V原。\nnot の位置を間違う人が多いので、何度も声に出して覚えてしまおう!\n\n助動詞ではないけど助動詞と考える!?\n前の講でやった 「be able to」 や 「have to 」 とか、今回やる 「had\nbetter」 などは、正確には助動詞ではないナリ。でも、受験用と\nしては 「助動詞の一種」と覚えておいた方がいいので、この本で\nはそういう扱いをしているナリよ。,P72
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item03,had better の注意点 / had best V原,3,had betterは強い忠告・命令; 目上の人には注意; had best V原: Vするのが一番よい; had best not V原: Vしないのが一番よい; notの位置に注意,P73\n\nhad better は、ときに忠告・命令の意味を表す強い表現になるので、\n目上の人には使わない方がよい、ということも頭に入れておくべし!\n\n✓ had best V原 : Vするのが一番よい\n✓ had best not V原 : Vしないのが一番よい\n\nYou had best leave now.\n(君は) 今出発するのが一番よい [今出発すべきだ]。\n\nYou had best not sit up late at night.\n(君は) 夜更かししないのが一番よい [夜更かしすべきではない]。\n\nhad better not V原 と同様に、not の位置に注意!\nhad best で1つの助動詞だと考えれば、\nnot の位置は間違えないよね!,P73
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item04,ought to V原 / ought not to V原,4,ought to V原 = should V原: Vすべきだ; ought not to V原 = should not V原: Vすべきではない,第\nP7\n講助動詞②\n\n▽ought to V原\n= should V原\n:Vすべきだ\n\n✓ ought not to V原 = should not V原\n:Vすべきではない\n\nYou ought to support your family.\n君は自分の家族を養うべきだ。\n\nYou ought not to do such a thing.\n君はそんなことをすべきではない。\n\nought to V原 は should V原 と同じような意味で使われるよ。\nだから、上の例文では ought to の代わりに should も使えるからね。,P73
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item05,used to V原 / would V原,5,"used to V原: かつてはよくVした(過去の規則的習慣), かつてはVだった(過去の状態); would V原: かつてはよくVした(過去の不規則な習慣)",✓ used to V原: かつてはよくVした 《過去の規則的習慣》\n: かつてはVだった 《過去の状態》\n\n不規則な習慣→ would V (かつてはよくVした)\n\nused to V原 は過去の規則的な習慣だけど、would V原 は過去の不\n規則な習慣を表すことができるのよ。\n例: I would go fishing when I was a child.\n(私は子供のとき、よく釣りに行ったものだった。),P73
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item06,used to V原 の例文,6,過去の規則的習慣; 過去の状態,P74\n例文\nWe used to go fishing in the lake.\n私たちは、昔よく湖へ釣りに行ったものでした。 《過去の規則的習慣》\n\nThere used to be a hospital on that hill.\nかつて、あの丘の上に病院がありました。 《過去の状態》\n\nused to V原 は、今はやっていないんだけど昔は習慣的にやっていたこと\nや、昔の状態などを表現してあげる助動詞表現だよ。▼,P74
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item07,may/might as well V原 (as V2原),7,(V2するくらいなら) Vした方がましだ,▽ may [might] as well V原 (as V2原)\n: (V2 するくらいなら) V した方がましだ\n\nYou might as well throw your money into the sea as lend it to Ken.\nケンにお金を貸すくらいなら、海へ捨てた方がましだぞ。,P74
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item08,may/might well V原,8,Vするのももっともだ,▽ may [might] well V原 : V するのももっともだ\n\nYou may well be surprised at the news.\n君がその知らせに驚くのももっともだ。,P74
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item09,would rather V原 (than V2原) / would rather not V原,9,(V2するよりも) むしろVしたい; むしろVしたくない; 短縮形 I'd,▽ would rather V原 (than V2原): (V2 するよりも) むしろVしたい\n▽ would rather not V原: むしろVしたくない\n\nI would rather go out than stay home.\n私は家にいるよりも、むしろ外出したい。\n\nI would rather not go to church.\n私はむしろ教会に行きたくない。\n\nI would V原 はよく I'd V原 という短縮形で表されるので要注意!,P74
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item10,注意: まぎらわしい used to 表現,10,be used to V原: Vするために使われる; be used to Ving: Vするのに慣れている,注意\nその他のまぎらわしい 「used to」に注意!\n① be used to V原 : Vするために使われる\n② be used to Ving: Vするのに慣れている,P74
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item11,過去の出来事を後悔・推察する表現 (概要),11,助動詞 + have + Vpp,P75\n\n2 過去の出来事を後悔・推察する助動詞表現\n\nまずは、過去の出来事を後悔する表現からおさえていこう!,P75
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item12,過去の後悔表現,12,need not have Vpp: Vする必要はなかったのに(してしまった); should have Vpp: Vすべきだったのに(しなかった),✓ need not have Vpp: Vする必要はなかったのに (してしまった)\n✓ should have Vpp : Vすべきだったのに (しなかった)\nVor\n\nYou need not have come at 5 o'clock.\n5時に来る必要はなかったのに (来てしまった)。\n\nYou should have seen the view.\nその景色を見るべきだったのに (見なかった)。,P75
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item13,過去の推察表現,13,may/might have Vpp: Vしたかもしれない; must have Vpp: Vしたに違いない; cannot have Vpp: Vしたはずがない,すいさつ\nさあ、最後に過去の出来事を推察する助動詞表現いってみよう!\n\n▽ may [might] have Vpp : Vしたかもしれない\n▽ must have Vpp : Vしたに違いない\n▽ cannot have Vpp : Vしたはずがない\n\nTeddy may have left for Tokyo yesterday.\nテディは昨日東京へ向けて出発したかもしれない。\n\nHe must have mistaken me for my cousin.\n彼は、私をいとこと間違えたに違いない。\n\nJim cannot have written the poem by himself.\nジムが1人でその詩を書いたはずがない。\n\n量が多くてちょっぴり大変だけど、\nやれば確実に得点アップするとこなので、やらなきゃ損だよ!\n\nでは、CHECK問題で確認していこう!,P75
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item14,脚注例文 (used to 関連),14,be used to V原; be used to Ving,例文\n左ページ脚注 (used to) の例文\n① This knife is used to cut apples.\n(このナイフはリンゴを切るために使われる。)\n② I am used to cutting apples.\n(私はリンゴを切ることに慣れている。),P75
eng-01,大岩のいちばんはじめの英文法,英語,ch07,助動詞 ② ~慣用的な助動詞表現~,7,ch07-item15,CHECK問題,15,慣用表現の形と意味; notの位置; 助動詞+have+Vpp(後悔・推察); would rather; used to,第\nP7\n講助動詞②\nP76\n第\nCHECK問題\n\n第7講のまとめ\n★2語以上で1つの助動詞の働きをするものもある\n★ 「助動詞 + have + Vpp」で、過去の出来事を後悔・推察する\n★慣用的助動詞表現は not の入る位置に注意\n\n問題 日本文に合うように、空所に最も適する語句の番号を選びなさい。\n\n1. 他の男性と結婚しておけばよかった。\nI ( ) another man.\n① married\n② had married\n③ should have married\n④ should marry\n\n2. 君はここで待たない方がいい。\nYou ( ) here.\n① had not better waiting\n② had better not waiting\n③ had not better wait\n④ had better not wait\n\n3. メアリーがその会議に出席したはずがない。\nMary ( ) the meeting.\n① cannot attend\n② couldn't attend\n③ cannot have attended\n④ couldn't have attended\n\n4. 学校を変わるくらいなら、退学した方がましだ。\nI ( ) quit than change my school.\n① would rather\n② may well\n③ may as well\n④ might as well as\n\n5. 昔はよく両親と口喧嘩をしたものだった。\nI ( ) quarrels with my parents.\n① am used to having\n② am used to have\n③ used to having\n④ used to have\nP77\n解答・解説\nここがポイント!\n★ not の入る位置に注意!\nhad better not V原 : Vしない方がよい\nhad best not V原 : Vしないのが一番よい\nwould rather not V原: むしろVしたくない\nought not to V原 : Vすべきではない\n\n1. 正解 = ③ 「Vすべきだったのに」などと過去の出来事を後悔する\nときは 「should + have + Vpp」を使えばOK。したがって③が正解。\n\n2. 正解 = ④\n「Vしない方がよい」は 「had better not V原」を使えばよ\nいので④が正解。助動詞を含む否定文は、助動詞の直後に not を置く。\n「had better」は2語で1つの助動詞だと考えれば、not の位置は明ら\nか。慣用的な助動詞表現では not の位置を聞く問題がよく出るので、\nシッカリと覚えておこう!\n\n3. 正解 = ③ ★過去の出来事の推察は、「助動詞 + have + Vpp」を使え\nば表現できる。したがって③が正解。推察しているのは現在だから②・\n④はダメ。できた?\n\n4. 正解 = ① 後ろに than があるので、③ではなく 「would rather V1原\n(than V2原)」を使えばいいことがわかる。よって①が正解。英語は形\nで意味が決まることが多いので、形をバッチリおさえておこう!\n\n5. 正解 = ④\n過去の規則的な習慣は 「used to V原 」で表現することがで\nきるので④が正解。③のような形は無いのでダメ。①・②と④の違い\nは P.74脚注にある重要表現をシッカリとおさえておくこと!,P76-P77
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item01,はじめに - 能動態と受動態,1,能動態: AがBをVする; 受動態: BがAにVされる; 受動態の形: be + Vpp; 意味: Vされる,今までは基礎の基礎って感じ\nだったけど、ここからが本当の勝負!\nその記念すべき第8講は「受動態」!\n\n今回の主役\nHideki\nAzt\n受動態\nbe + Vpp (V される)\n\n・・・あのね、実は、今までずっと黙ってきたんだけど、\n君たちにどうしても告白しなくちゃいけない話があるんだ。\n実はね、今までやってきた 「AがBをVする」という文のように、\nのうどうたい\n動作をするものが主語になっている表現を能動態っていうんだよ。\nそれに対して、「BがAにVされる」のように、\n動作を受けるものが主語になっている表現を、\nじゅどうたい\nうみい\n受動態 (または受け身形) というんだよね。\n受動態のときは、動詞 V が 「be + Vpp」 という形になって、\n「Vされる」っていう意味になるんだよ。\n何言ってるのか不明な人も、これからが授業なので、ご安心めされ!\nそれでは、受動態とは一体何なのか!? その謎にせまってみよう!,P78
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item02,受動態の作り方,2,目的語(O)を主語(S)にする; 動詞(V)をbe+Vppにする; by+行為者を付ける(省略可); 行為者が代名詞の場合は目的格,| 受動態\n受動態とは、目的語 (O) を主語 (S) に変えた表現のこと。\n例えば、He loves Joan. (彼はジョーンを愛している。)\nという能動態の文があったとするよね。\nこれを「ジョーンは彼に愛されている。」という受動態の文にしたら、\nどんな形になるかわかる?\nちょっと見てみよう。\nP79\n\n第8講受動態\n\n【能動態】 He loves Joan.\n【受動態】 Joan is loved by him.\nジョーンは彼に愛されている。\n\nこの例文を見ればわかると思うけど、\n能動態の文を受動態にするときは、次の手順をふめばいいからね。\n\n●POINT\n受動態の作り方\n① 能動態の目的語 (O) を受動態の主語 (S) にする!\n② 動詞 (V) を 「be + Vpp」 の形にする!\n〜によってこういしゃ\n③ 「by + 行為者」 を後ろに付ける! (省略も可)\n\n例文でも、目的語だった Joan が、受動態では主語に変わっているね。\nloves も 「is loved」 という 「be + Vpp」 の形に変わっている。\n受動態の最後には、誰によってその動作が行われているのかを、\n「by + 行為者」の形で書けばいい。\n行為者のところには、能動態だったときの主語が入るよ。\n例文では He が 「愛する」 という行為者だから、by him が付いてる。\n行為者が代名詞のときは、「I/my/me」や「he/his/him」の3番目\n(目的格) を使うんだね!,P78-P79
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item03,受動態の3つのポイント,3,意味: Vされる; 形: be+Vpp(+by~); 元の文にOが必要; be動詞は主語と時制で使い分ける(is/am/are/was/were),"●POINT\n受動態でおさえてほしい3つのポイント\n① 意味/形: (~によって)Vされる / be + Vpp ( + by ~ )\n② 受動態は目的語(O)を主人公 (S) に変えた表現なので、もと\nの文には必ずOが必要\n③ 「主語」と「時制」で is, am, are, was, were を使い分ける\n\n英子 「この 『be + Vpp』 は、be動詞と一般動詞がくっついて、\n動詞が2つになっているわけじゃなくて、1つの動詞(V)のカ\nタマリになっていると考えてね」\n\n石田 「なるほど。ちなみに、受動態の文を過去形にするときは、\nこの ""be"" の方だけを過去形にすればいいんだね」",P79
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item04,受動態にできる文型,4,第3文型(SVO); 第4文型(SVOO); 第5文型(SVOC); 第1文型(SV)と第2文型(SVC)はOがないので不可,"P80\n\nポイントの② に 「もとの文には必ずOが必要」と書いてあるけど、\nこれは、受動態は第3文型・第4文型・第5文型でしか作れないという\nことなんだ!\nだって、第1文型と第2文型にはOがないもんね!\n\nというわけで、それぞれの文型の受動態の作り方をオサえていこう!\nさっきやった受動態の作り方とポイントはシッカリ覚えた?\nじゃ、サクサクいくからちゃんとついてきてね!\n\n補足\n目的語 (O) のある文だけが、受動態になれる!\nSVO, SVOO、SVOCの文は、Oを主語にして「~される」\nという意味の文に変形させることができるの。この変形させた形\nを受動態というわけよね。だから、SVやSVCのように、O\nがない文は受動態にはできないのよ。",P80
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item05,第3文型(SVO)の受動態,5,公式: S+be+Vpp(+by行為者); 例文(Jim drew this picture. -> This picture was drawn by Jim.); 過去形はbe動詞を過去に; 修飾語句は文末に残す,2 第3文型 (SVO) の受動態\n\n公式 【能動態】 S + V + O\n【受動態】 S + be + Vpp ( + by 行為者)\n\n描いた この\n絵を\n【能動態】 Jim drew this picture.\n【受動態】 This picture was drawn by Jim.\nこの絵はジムによって描かれた。\n\n能動態の文のOがSに変わって、動詞が 「be + Vpp」 になってるね。\n過去の文だから 「was drawn」 になってることに注意! じゃ、次。\n\nリンダは 撮った この\n写真を\n【能動態】 Linda took this picture in 1975.\n【受動態】 This picture was taken by Linda in 1975.\nこの写真は、1975年にリンダによって撮られました。\n\nわかるよね? ちなみに 「in 1975」 のような修飾語句は、\n文の最後にくるように残してあげればいいんだ。じゃ、次いこう!,P80
eng-01,大岩のいちばんはじめの英文法,英語,ch08,受動態 ~受動態の作り方とポイント~,8,ch08-item06,「by + 行為者」を省略する場合,6,文脈から明らか; 行為者が一般の人(we/you/they); 行為者が不明,"P81\n\n「彼らは\n話す\n英語を\n\n第\nP8\n講受動態\n\n【能動態】 They speak English in Australia.\n【受動態】 English is spoken (by them) in Australia.\nオーストラリアでは英語が話されます。\n\nここで覚えておいてほしいことがあるんだな。\n次のような場合には、「by + 行為者」を省略するのがふつうなんだな。\n\n●POINT\n「by + 行為者」を省略する場合\n① 文脈から誰がその行為を行ったかが明らかにわかる\n② 行為者が一般の人 (we, you, they など)\n③ 行為者がハッキリしない\n\n例文にある them は、文の意味から 「オーストラリアに住んでいる一般\nの人」だってわかるよね。だから省略してもいいんだね。\n\nいい? じゃ、次はOが2つある第4文型の受動態にいってみよう!",P81
