question_id,book_id,chapter_id,set_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,question_type
E01-C04-01-003,eng-01,ch04,E01-C04-01,"My sister is a university student. (例文1) で現在形 ""is"" が使われている理由はなぜですか？",妹が今、大学にいるから,妹が大学生であるという事実が、過去から未来へまたがる期間に当てはまるから,妹が未来に大学生になる予定だから,妹が過去に大学生だったから,B,本文P47で、大学生である期間は過去（入学）から未来（卒業）まで続くため、現在形が使われると説明されています。,2,multiple_choice
E01-C04-01-004,eng-01,ch04,E01-C04-01,"I take a walk every morning. (例文2) で現在形 ""take"" が使われている理由はなぜですか？",今朝、散歩したから,明日、散歩する予定だから,毎朝散歩するという習慣が、過去から未来へまたがる行為だから,散歩が好きだから,C,本文P47で、「毎朝散歩する」という習慣は過去も現在も未来も続く可能性があるため、現在形が使われると説明されています。,2,multiple_choice
E01-C04-01-005,eng-01,ch04,E01-C04-01,動詞の過去形は、いつの出来事を表しますか？,現在,過去（今よりも前）,未来,大過去（過去よりも前）,B,本文P48で、動詞を過去形にすると、その出来事が今現在よりも前（過去）に起こったことを示すと説明されています。,1,multiple_choice
E01-C04-01-006,eng-01,ch04,E01-C04-01,"文中に yesterday, last night, ~ ago などの語句がある場合、動詞の時制は何形になることが多いですか？",現在形,過去形,未来形,現在完了形,B,本文P48で、これらの語句は過去を表す言葉であり、これらを見つけたら過去の話（＝過去形）だとわかると説明されています。,1,multiple_choice
E01-C04-01-007,eng-01,ch04,E01-C04-01,「大過去」とは、いつの時点を表しますか？,現在,過去,未来,過去よりもさらに過去,D,本文P48で、大過去は過去よりも、さらにもっと過去の話をすると説明されています。,1,multiple_choice
E01-C04-01-008,eng-01,ch04,E01-C04-01,大過去を表す動詞の形はどれですか？,had + V(原形),had + Ving,had + V(過去形),had + V(過去分詞),D,本文P48で、大過去のときの動詞は「had + 過去分詞(Vpp)」の形になると説明されています。,1,multiple_choice
E01-C04-01-009,eng-01,ch04,E01-C04-01,"He said that he had met Eiko before. (例文4) で ""had met"" が大過去形になっているのはなぜですか？",彼が言った(said)のが過去で、英子に会った(had met)のはそれよりも前の出来事だから。,彼が言った(said)のが過去で、英子に会った(had met)のも同じ過去の出来事だから。,彼が言った(said)のが現在で、英子に会った(had met)のが過去の出来事だから。,英子に会った(had met)のが未来の出来事だから。,A,本文P49で、「彼が英子に会った」出来事が「彼が言った」出来事よりも前に起こったため、大過去形(had met)が使われていると説明されています。,2,multiple_choice
E01-C04-01-010,eng-01,ch04,E01-C04-01,未来のことを表す表現として、本文で挙げられている2つの形はどれですか？,will + V(過去形) / be going to + V(過去形),will + V(原形) / be going to + V(原形),will + Ving / be going to + Ving,will have + Vpp / be going to have + Vpp,B,本文P49で、未来を表すときは動詞の前に will もしくは be going to を付け、動詞は常に原形(V)にすると説明されています。,1,multiple_choice
E01-C04-02-001,eng-01,ch04,E01-C04-02,will や be going to を使って未来を表すとき、後ろに続く動詞の形はどうなりますか？,原形,現在形 (-sが付くことがある),過去形 (-edが付くことがある),過去分詞形,A,本文P49で、will / be going to の後ろの動詞は常に原形であると注意書きがあります。,1,multiple_choice
E01-C04-02-002,eng-01,ch04,E01-C04-02,「〜の真っ最中です！」という進行中の動作を表す動詞の形を何と呼びますか？,不定詞,動名詞,進行形,受動態,C,本文P50で、「〜の真っ最中です！」を表す動詞の形を「進行形」と呼ぶと説明されています。,1,multiple_choice
E01-C04-02-003,eng-01,ch04,E01-C04-02,進行形の基本的な形はどれですか？,be + V(原形),be + V(過去形),be + Ving,have + Ving,C,本文P50で、進行形の形は「be + Ving」であると説明されています。,1,multiple_choice
E01-C04-02-004,eng-01,ch04,E01-C04-02,現在進行形の形はどれですか？,is [am/are] + Ving,was [were] + Ving,will be + Ving,have been + Ving,A,本文P50で、現在進行形は is [am/are] + Ving であると説明されています。,1,multiple_choice
E01-C04-02-005,eng-01,ch04,E01-C04-02,過去進行形の形はどれですか？,is [am/are] + Ving,was [were] + Ving,will be + Ving,had been + Ving,B,本文P50で、過去進行形は was [were] + Ving であると説明されています。,1,multiple_choice
E01-C04-02-006,eng-01,ch04,E01-C04-02,未来進行形の形はどれですか？,is [am/are] + Ving,was [were] + Ving,will be + Ving,will have been + Ving,C,本文P50で、未来進行形は will be + Ving であると説明されています。,1,multiple_choice
E01-C04-02-007,eng-01,ch04,E01-C04-02,Jim and Mari are playing tennis now. (例文6) で現在進行形が使われている理由はなぜですか？,彼らがテニスが好きだから,彼らがテニスをする習慣があるから,彼らが「今」テニスをしている最中だから,彼らが明日テニスをする予定だから,C,"本文P50で、進行形は「行われている最中」の動作を表すと説明されています。""now"" があることからも、今まさにテニスをしている状況を示しています。",2,multiple_choice
E01-C04-02-008,eng-01,ch04,E01-C04-02,現在形と現在進行形の意味合いの違いとして、本文で説明されているのはどれですか？,現在形は事実、進行形は意見,現在形は習慣・事実(継続的)、進行形は一時的な動作(今この瞬間),現在形は肯定文、進行形は疑問文,現在形はbe動詞、進行形は一般動詞,B,本文P50-P51で、現在形は過去から未来へまたがる習慣・事実、進行形は「今この瞬間」の一時的な動作を表すと説明されています。,2,multiple_choice
E01-C04-02-009,eng-01,ch04,E01-C04-02,基本的に進行形にしない動詞の種類は何ですか？,動作動詞,状態動詞,自動詞,他動詞,B,本文P51で、「状態」を表す動詞は進行形にはしないのが基本であると説明されています。,1,multiple_choice
E01-C04-02-010,eng-01,ch04,E01-C04-02,次のうち、本文で「状態」を表す動詞として挙げられ、通常は進行形にしないとされているものはどれですか？,play,walk,know,eat,C,"本文P51で、have や know などは「状態」なのでふつうは進行形にしないと説明されています。play, walk, eat は動作動詞です。",1,multiple_choice
E01-C04-03-001,eng-01,ch04,E01-C04-03,I am having a pen. という文が通常不自然とされる理由はなぜですか？,ペンは複数持つべきだから,have が「所有している」という状態を表す動詞であり、通常進行形にしないから,"主語が ""I"" だから","am と ""having"" の組み合わせが間違いだから",B,本文P51で、have(所有)は状態動詞なので、通常進行形にしないと説明されています。「ペンを所有している最中です」という意味になり不自然です。,2,multiple_choice
E01-C04-03-002,eng-01,ch04,E01-C04-03,"状態動詞である ""love"" を ""I am loving it."" のように進行形にすると、どのようなニュアンスが加わることがありますか？",永続的な愛情,一時的な強い感情や夢中になっている状態,愛情がないこと,未来の愛情,B,"本文P51で、loveのような状態動詞をあえて進行形にすると、「一時的な状態」を伝えることができる例として ""I am loving it."" (今それに夢中なのよ) が挙げられています。",3,multiple_choice
E01-C04-03-003,eng-01,ch04,E01-C04-03,次のうち、本文P51のリストで「基本的に進行形にはしない動詞」として挙げられていないものはどれですか？,think,like,run,see,C,"本文P51のリストには think, like, see などが含まれていますが、run (走る) は動作動詞であり、通常進行形にできます (例: He is running.)。",2,multiple_choice
E01-C04-03-004,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""The sun ( ) in the east."" (普遍的な事実)",rises,rose,is rising,will rise,A,太陽が東から昇るというのは普遍的な事実であり、習慣や繰り返される事柄を表す現在形を使います。主語 The sun は3人称単数なので rises となります。復習はP47を参照してください。,2,multiple_choice
E01-C04-03-005,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""I ( ) him last Sunday."" (過去の出来事)",see,saw,have seen,am seeing,B,last Sunday は過去の特定の時を表すので、過去形を使います。see の過去形は saw です。復習はP48を参照してください。,1,multiple_choice
E01-C04-03-006,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""Look! It ( )."" (現在の出来事)",snows,snowed,is snowing,will snow,C,Look! は「今見て」という意味で、現在の進行中の出来事を表すことが多いです。したがって、現在進行形 is snowing が最も適切です。復習はP50-P51を参照してください。,2,multiple_choice
E01-C04-03-007,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""She said she ( ) the movie before."" (過去より前の経験)",saw,sees,had seen,would see,C,彼女が言った(said)のが過去で、映画を見たのはそれよりも前(before)の経験なので、大過去(過去完了形) had seen を使います。復習はP48-P49を参照してください。,2,multiple_choice
E01-C04-03-008,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""We ( ) dinner at 7 p.m. yesterday."" (過去の特定の時間の動作)",ate,eat,were eating,had eaten,C,at 7 p.m. yesterday という過去の特定の時間に進行中だった動作を表すので、過去進行形 were eating が最も適切です。Aのateも文法的には可能ですが、「7時に食べ終えた」か「7時に食べ始めた」か曖昧です。Cは「7時には食べている最中だった」ことを明確に示します。復習はP50を参照してください。,3,multiple_choice
E01-C04-03-009,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""I think I ( ) buy a new phone next month."" (未来の予定・意志)",am,will,was,have,B,next month は未来を表し、電話を買うという意志や予定を示しているので、未来を表す will を使うのが適切です。復習はP49-P50を参照してください。,1,multiple_choice
E01-C04-03-010,eng-01,ch04,E01-C04-03,"次の文の( )に最も適切な語句を選びなさい: ""He ( ) English for five years."" (現在の状態・習慣)",studies,studied,is studying,has studied,A,文脈から、彼が(現在まで)5年間英語を勉強しているという習慣や事実を表していると考えられるため、現在形 studies が適切です。(現在完了形 has studied も可能だが、この講の範囲では現在形が基本)。復習はP47を参照してください。,2,multiple_choice
E01-C04-04-001,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""My parents ( ) in this house since 1990."" (過去から現在までの継続)",live,lived,are living,have lived,D,1990年(過去)から現在まで住み続けていることを表すには、現在完了形 have lived を使うのが最も適切です（この講の範囲外だが、他の選択肢より適切）。現在形liveも文法的には可能だが、継続期間を強調するにはDが良い。,3,multiple_choice
E01-C04-04-002,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""What ( ) you doing at this time yesterday?"" (過去の特定の時間の進行中の動作)",are,were,did,do,B,at this time yesterday は過去の特定の時間を指し、その時に何をしていたか(進行中の動作)を尋ねているので、過去進行形の疑問文を作る were を使います。,2,multiple_choice
E01-C04-04-003,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""This time tomorrow, I ( ) on the beach."" (未来の特定の時間の進行中の動作)",lie,lay,am lying,will be lying,D,This time tomorrow は未来の特定の時間を指し、その時に進行中であろう動作を表すので、未来進行形 will be lying を使います。,3,multiple_choice
E01-C04-04-004,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""I ( ) this song before."" (過去の経験)",hear,heard,have heard,had heard,C,「以前にこの歌を聞いたことがある」という現在の時点までの経験を表すには、現在完了形 have heard を使うのが最も適切です（この講の範囲外だが、他の選択肢より適切）。,3,multiple_choice
E01-C04-04-005,eng-01,ch04,E01-C04-04,"動詞 ""know"" (知っている) が通常、進行形にならないのはなぜですか？",知るという動作は一瞬で終わるから。,know が人の思考や認識といった「状態」を表す動詞であり、「知っている最中」という一時的な動作として捉えるのが不自然だから。,know が不規則動詞だから。,know が短い単語だから。,B,本文P51で、knowは状態動詞であり、通常進行形にしないと説明されています。「知っている」という状態は、一時的に行ったりやめたりする「動作」とは性質が異なるためです。復習はP51を参照してください。,2,multiple_choice
E01-C04-04-006,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""He ( ) very tired now."" (現在の状態)",is,was,will be,is being,A,now があり、現在の状態を表しているので、現在のbe動詞 is を使います。Dの is being は一時的な振る舞いを表す場合などに使われ、単なる状態には通常Aを使います。,1,multiple_choice
E01-C04-04-007,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""They ( ) the game when I arrived."" (過去の特定の時点での動作)",won,win,had won,were winning,D,私が到着した(arrived - 過去)とき、彼らは試合に勝っていた(勝っている最中だった、または勝ちつつあった)状況を表すには、過去進行形 were winning が適切です。Cの had won は到着より前に勝ちが決まっていた場合に使います。,3,multiple_choice
E01-C04-04-008,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""Don't call me at 8. I ( ) dinner then."" (未来の特定の時間の予定)",eat,ate,am eating,will be eating,D,未来の特定の時間(at 8)に進行中であろう予定を表すので、未来進行形 will be eating を使います。,2,multiple_choice
E01-C04-04-009,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""She realized that she ( ) her wallet at home."" (過去の気づきとそれ以前の行為)",left,leaves,had left,was leaving,C,彼女が気づいた(realized)のが過去で、財布を家に忘れたのはそれよりも前のことなので、大過去(過去完了形) had left を使います。,2,multiple_choice
E01-C04-04-010,eng-01,ch04,E01-C04-04,"次の文の( )に最も適切な語句を選びなさい: ""Water ( ) at 0 degrees Celsius."" (普遍的な事実)",freezes,froze,is freezing,will freeze,A,水が0度で凍るというのは普遍的な事実なので、現在形を使います。主語 Water は単数扱いなので freezes となります。,1,multiple_choice
E01-C04-05-001,eng-01,ch04,E01-C04-05,"CHECK問題1 ""I ( ) busy this afternoon."" の( )には何が入るのが最も適切と考えられますか？ (未来の予定)",will,am,am going,will be,D,this afternoon は未来の時間を指していると考えられます。「午後は忙しくなるだろう/忙しい予定だ」という意味にするには、未来のbe動詞の状態を表す will be が最も適切です。②amは現在形、③am goingはto不定詞が続かないと不完全。,2,multiple_choice
E01-C04-05-002,eng-01,ch04,E01-C04-05,"CHECK問題2 ""Margaret ( ) a cake then."" の( )には何が入るのが最も適切と考えられますか？ (過去の特定の時点での動作)",made,was making,making,is made,B,then (その時) は過去の特定の時点を指していると考えられます。その時にケーキを作っている最中だった、という意味にするには過去進行形 was making が最も適切です。①madeは「作った(完了)」の意味合いが強い。,2,multiple_choice
E01-C04-05-003,eng-01,ch04,E01-C04-05,"CHECK問題3 ""Davis ( ) some Japanese stamps."" の( )には何が入るのが最も適切と考えられますか？ (現在の所有状態)",is having,has,having,have,B,「日本の切手を持っている」という現在の所有状態を表すには、状態動詞 have の現在形を使います。主語 Davis は3人称単数なので has となります。①is having は通常「食べる、過ごす」などの意味で使われます。,2,multiple_choice
E01-C04-05-004,eng-01,ch04,E01-C04-05,"CHECK問題4 ""Ben found that he ( ) his key."" の( )には何が入るのが最も適切と考えられますか？ (過去の発見とそれ以前の紛失)",lost,loses,had lost,was losing,C,ベンが見つけた(found)のが過去で、鍵を失くしたのはそれよりも前のことなので、大過去(過去完了形) had lost を使うのが最も適切です。,2,multiple_choice
E01-C04-05-005,eng-01,ch04,E01-C04-05,"CHECK問題5 ""Robert ( ) mathematics hard last night."" の( )には何が入るのが最も適切と考えられますか？ (過去の出来事)",studied,will study,studies,had studied,A,last night は過去の特定の時を表すので、過去形 studied を使うのが最も適切です。,1,multiple_choice
E01-C04-05-006,eng-01,ch04,E01-C04-05,"「彼は先生です。」を英語で言うと ""He is a teacher."" となります。なぜ現在形 ""is"" を使うのですか？",彼が今、先生だから。,彼が先生であるという事実が、現在を含む一定期間（過去から未来へまたがる可能性のある期間）に当てはまるから。,彼が過去に先生だったから。,彼が未来に先生になるから。,B,本文P47の考え方に基づくと、「先生である」という状態は、通常、一時的なものではなく、現在を中心としたある程度の期間続く事実であるため、現在形が使われます。復習はP47を参照してください。,2,multiple_choice
E01-C04-05-007,eng-01,ch04,E01-C04-05,"「私は昨日、映画を見ました。」を英語で言うと ""I saw a movie yesterday."" となります。なぜ過去形 ""saw"" を使うのですか？",映画を見るのが好きだから。,yesterday が過去の特定の時を示しており、その時に起こった出来事を表すため。,映画が面白かったから。,"主語が ""I"" だから。",B,"本文P48で説明されている通り、""yesterday"" のような過去を示す語句がある場合、動詞は過去形にして過去の出来事を表します。復習はP48を参照してください。",1,multiple_choice
E01-C04-05-008,eng-01,ch04,E01-C04-05,「彼女が到着したとき、私は既に宿題を終えていた。」を英語で表現する場合、宿題を終えた部分の動詞はどの時制を使うのが適切ですか？,過去形,現在形,大過去（過去完了形）,未来形,C,"彼女が到着した(過去)よりも前に宿題を終えていた(さらに過去)ので、大過去(過去完了形) ""had finished"" などを使うのが適切です。復習はP48-P49を参照してください。",2,multiple_choice
E01-C04-05-009,eng-01,ch04,E01-C04-05,「明日の朝、雨が降っているでしょう。」を英語で表現する場合、雨が降っている部分の動詞はどの時制を使うのが適切ですか？,現在進行形,過去進行形,未来進行形,現在形,C,"明日の朝(未来)のある時点で進行中であろう出来事を表すので、未来進行形 ""will be raining"" を使うのが適切です。復習はP50を参照してください。",2,multiple_choice
E01-C04-05-010,eng-01,ch04,E01-C04-05,"「彼は今、本を読んでいます。」を英語で言うと ""He is reading a book now."" となります。なぜ現在進行形 ""is reading"" を使うのですか？",彼が本を読むのが習慣だから。,彼が過去に本を読んだから。,彼が「今、この瞬間」本を読むという動作をしている最中だから。,彼が未来に本を読む予定だから。,C,"本文P50-P51で説明されている通り、進行形は「今この瞬間」行われている最中の動作を表します。""now"" もそれを補強しています。復習はP50-P51を参照してください。",1,multiple_choice
E01-C04-06-001,eng-01,ch04,E01-C04-06,"次の文の下線部はどの時制ですか？ ""She usually walks to school.""",現在形,過去形,未来形,現在進行形,A,"usually (普段は) は習慣を表し、動詞 ""walks"" も現在形(3単現のs付き)です。これは現在形が表す典型的な用法です。復習はP47を参照してください。",1,multiple_choice
E01-C04-06-002,eng-01,ch04,E01-C04-06,"次の文の下線部はどの時制ですか？ ""We visited Kyoto last year.""",現在形,過去形,大過去形,過去進行形,B,"last year (昨年) は過去を示し、動詞 ""visited"" も過去形です。復習はP48を参照してください。",1,multiple_choice
E01-C04-06-003,eng-01,ch04,E01-C04-06,"次の文の下線部はどの時制ですか？ ""The train had already left when I arrived.""",過去形,大過去形 (過去完了形),未来形,過去進行形,B,"私が到着した(arrived - 過去)とき、電車は既に出発していた(それより前)ので、大過去形(過去完了形) ""had already left"" が使われています。復習はP48-P49を参照してください。",2,multiple_choice
E01-C04-06-004,eng-01,ch04,E01-C04-06,"次の文の下線部はどの時制ですか？ ""I will call you later.""",現在形,過去形,未来形,現在進行形,C,"will call は未来の意志や予定を表す未来形です。""later"" (後で) も未来を示唆します。復習はP49-P50を参照してください。",1,multiple_choice
E01-C04-06-005,eng-01,ch04,E01-C04-06,"次の文の下線部はどの時制ですか？ ""They were watching TV then.""",過去形,大過去形,過去進行形,現在進行形,C,"were watching は be動詞の過去形 + Ving なので過去進行形です。""then"" (その時) も過去の特定の時点を示唆します。復習はP50を参照してください。",1,multiple_choice
E01-C04-06-006,eng-01,ch04,E01-C04-06,"「私はペンを持っています。」を ""I have a pen."" と言うのが自然です。なぜ ""I am having a pen."" とは通常言わないのですか？",have が状態動詞で、所有という継続的な状態を表すため、一時的な動作を示す進行形は不自然だから。,have は短い単語だから。,pen が数えられる名詞だから。,"主語が ""I"" だから。",A,"本文P51で解説されている通り、""have"" (所有) は状態動詞であり、進行形にすると「所有している最中」という不自然な意味になるため、通常は現在形を使います。復習はP51を参照してください。",2,multiple_choice
E01-C04-06-007,eng-01,ch04,E01-C04-06,"次の文の( )に最も適切な語句を選びなさい: ""The earth ( ) around the sun."" (普遍的な事実)",moves,moved,is moving,will move,A,地球が太陽の周りを回るというのは普遍的な事実なので、現在形を使います。主語 The earth は3人称単数なので moves となります。,1,multiple_choice
E01-C04-06-008,eng-01,ch04,E01-C04-06,"次の文の( )に最も適切な語句を選びなさい: ""He ( ) his homework two hours ago."" (過去の出来事)",finishes,finished,had finished,was finishing,B,two hours ago は過去の特定の時を表すので、過去形 finished を使います。,1,multiple_choice
E01-C04-06-009,eng-01,ch04,E01-C04-06,"次の文の( )に最も適切な語句を選びなさい: ""By the time she arrived, the party ( )."" (過去の特定の時点までの完了)",started,starts,had started,was starting,C,彼女が到着した(arrived - 過去)時よりも前にパーティーは始まっていたので、大過去(過去完了形) had started を使います。,3,multiple_choice
E01-C04-06-010,eng-01,ch04,E01-C04-06,"次の文の( )に最も適切な語句を選びなさい: ""It ( ) tomorrow."" (未来の予測)",rains,rained,is raining,will rain,D,tomorrow は未来を表し、天気の予測なので未来形 will rain を使うのが一般的です。,1,multiple_choice
E01-C04-07-001,eng-01,ch04,E01-C04-07,"次の文の( )に最も適切な語句を選びなさい: ""Listen! Someone ( )."" (現在の出来事)",cries,cried,is crying,will cry,C,Listen! は現在の注意を促しており、今まさに誰かが泣いている状況を示唆するため、現在進行形 is crying が最も適切です。,2,multiple_choice
E01-C04-07-002,eng-01,ch04,E01-C04-07,"次の文の( )に最も適切な語句を選びなさい: ""I ( ) TV when the phone rang."" (過去の進行中の動作)",watched,watch,was watching,had watched,C,電話が鳴った(rang - 過去)とき、テレビを見ていた(進行中の動作)ので、過去進行形 was watching を使います。,2,multiple_choice
E01-C04-07-003,eng-01,ch04,E01-C04-07,"次の文の( )に最も適切な語句を選びなさい: ""She ( ) English very well."" (現在の能力・状態)",speaks,spoke,is speaking,will speak,A,彼女が英語を上手に話すという現在の能力や状態を表すので、現在形 speaks を使います。,1,multiple_choice
E01-C04-07-004,eng-01,ch04,E01-C04-07,"次の文の( )に最も適切な語句を選びなさい: ""He told me that he ( ) to Paris twice."" (過去の時点までの経験)",goes,went,has gone,had gone,D,彼が私に言った(told)のが過去で、パリへ2回行ったのはそれよりも前の経験なので、大過去(過去完了形) had gone を使います。,3,multiple_choice
E01-C04-07-005,eng-01,ch04,E01-C04-07,"次の文の( )に最も適切な語句を選びなさい: ""I promise I ( ) be late again."" (未来の約束・意志)",am not,don't,won't,wasn't,C,未来のことについての約束や強い意志を表すので、未来の否定形 will not (won't) を使います。,1,multiple_choice
E01-C04-07-006,eng-01,ch04,E01-C04-07,"「彼はその時、手紙を書いていました。」を英語で言うと ""He was writing a letter then."" となります。なぜ過去進行形 ""was writing"" を使うのですか？",彼が手紙を書くのが習慣だから。,彼が手紙を書き終えたから。,then (その時) という過去の特定の時点において、手紙を書くという動作が進行中だったから。,彼が手紙を書くのが好きだから。,C,"本文P50で説明されている通り、過去進行形は過去のある時点で進行中だった動作を表します。""then"" がその時点を示しています。復習はP50を参照してください。",2,multiple_choice
E01-C04-07-007,eng-01,ch04,E01-C04-07,"次の文はどの時制が最も適切ですか？ ""My family ( ) to Hawaii next summer.""",goes,went,is going,had gone,C,next summer は未来を表し、具体的な予定を示しているので、未来を表す be going to (is going) を使うのが適切です。will go も可能です。,1,multiple_choice
E01-C04-07-008,eng-01,ch04,E01-C04-07,"次の文はどの時制が最も適切ですか？ ""Shakespeare ( ) 'Hamlet'.""",writes,wrote,is writing,had written,B,シェイクスピアがハムレットを書いたのは明確な過去の出来事なので、過去形 wrote を使います。,1,multiple_choice
E01-C04-07-009,eng-01,ch04,E01-C04-07,"次の文はどの時制が最も適切ですか？ ""I ( ) him for a long time."" (現在までの継続)",know,knew,am knowing,have known,D,「長い間彼を知っている」という過去から現在までの継続した状態を表すには、現在完了形 have known を使うのが最も適切です（この講の範囲外だが、他の選択肢より適切）。Aのknowも文法的には可能だが、期間を伴う場合はDがより自然。,3,multiple_choice
E01-C04-07-010,eng-01,ch04,E01-C04-07,"次の文はどの時制が最も適切ですか？ ""Be quiet! The baby ( ).""",sleeps,slept,is sleeping,will sleep,C,Be quiet! は現在の状況に対する指示であり、赤ちゃんが「今」寝ていることを示唆するため、現在進行形 is sleeping が最も適切です。,2,multiple_choice
E01-C04-08-001,eng-01,ch04,E01-C04-08,大過去形 (had + 過去分詞) は、どのような状況で使われますか？,現在の出来事を強調するとき,過去の出来事を強調するとき,過去のある時点よりもさらに前の出来事を表すとき,未来の出来事を予測するとき,C,本文P48-P49で説明されている通り、大過去形は過去のある基準時点よりも前に起こった出来事を示すために使われます。,1,multiple_choice
E01-C04-08-002,eng-01,ch04,E01-C04-08,"未来を表す ""will"" と ""be going to"" の使い分けについて、本文ではどのように述べられていますか？",willは意志、be going toは予定,willは予定、be going toは意志,どちらも同じ意味で、使い分けはない,本文では明確な使い分けは述べられていない (どちらも未来を表す),D,本文P49-P50では、willは意志や予定を表し、be going toも未来を表すとしていますが、両者の厳密なニュアンスの違いについては詳しく触れられておらず、「書いてもOK」としています。,2,multiple_choice
E01-C04-08-003,eng-01,ch04,E01-C04-08,進行形が「時の領域が非常にせまい」と表現されているのはなぜですか？,短い動詞にしか使えないから,過去や未来には使えないから,習慣や事実ではなく、「今この瞬間」の動作に焦点を当てているから,否定文や疑問文では使えないから,C,本文P51で、進行形は「1秒前や1秒後は不明だけど、今この瞬間はやってますよ」という状況、つまり非常に限定された時間内の動作を表すため、「時の領域が非常にせまい」と説明されています。,2,multiple_choice
E01-C04-08-004,eng-01,ch04,E01-C04-08,"状態動詞 (例: like, want, need) を通常進行形にしない理由として最も適切なものは？",これらの動詞は意味が弱いから,これらの動詞は感情や思考、所有などの持続的な「状態」を表し、一時的な「動作」ではないから,これらの動詞は不規則動詞だから,これらの動詞は目的語をとらないから,B,本文P51で説明されている通り、状態動詞は一時的に行ったりやめたりする動作ではなく、ある程度継続する状態を表すため、進行形とは相性が悪いです。,2,multiple_choice
E01-C04-08-005,eng-01,ch04,E01-C04-08,"He said that he had met Eiko before. (例文4) で、なぜ ""said"" は過去形なのに ""had met"" は大過去形なのでしょうか？",英語では一つの文に同じ時制を二度使えないから。,"said (言った) 時点よりも ""met"" (会った) 時点の方が過去だから、時間の前後関係を示すため。",before があると必ず大過去形になるから。,meet が不規則動詞だから。,B,本文P49で図解されている通り、過去の出来事(said)と、それよりさらに過去の出来事(met)という時間の前後関係を示すために、後の出来事を過去形、前の出来事を大過去形(過去完了形)で表します。復習はP48-P49を参照してください。,3,multiple_choice
E01-C04-08-006,eng-01,ch04,E01-C04-08,"次の文の( )に最も適切な語句を選びなさい: ""She ( ) the piano every day."" (現在の習慣)",plays,played,is playing,will play,A,every day は現在の習慣を表すので、現在形を使います。主語 She は3人称単数なので plays となります。,1,multiple_choice
E01-C04-08-007,eng-01,ch04,E01-C04-08,"次の文の( )に最も適切な語句を選びなさい: ""My brother ( ) his car last Sunday."" (過去の出来事)",washes,washed,was washing,had washed,B,last Sunday は過去の特定の時を表すので、過去形 washed を使います。,1,multiple_choice
E01-C04-08-008,eng-01,ch04,E01-C04-08,"次の文の( )に最も適切な語句を選びなさい: ""I knew that he ( ) the city."" (過去の知識とそれ以前の出来事)",leaves,left,was leaving,had left,D,私が知った(knew)のが過去で、彼が街を去ったのはそれよりも前のことなので、大過去(過去完了形) had left を使います。,2,multiple_choice
E01-C04-08-009,eng-01,ch04,E01-C04-08,"次の文の( )に最も適切な語句を選びなさい: ""We ( ) a party next Saturday."" (未来の予定)",have,had,are having,will have had,C,next Saturday は未来を表し、パーティーを開くという予定を示しています。未来の予定を表すには現在進行形 are having (または will have / are going to have) を使います。Cが最も一般的。,2,multiple_choice
E01-C04-08-010,eng-01,ch04,E01-C04-08,"次の文の( )に最も適切な語句を選びなさい: ""While I ( ) , the doorbell rang."" (過去の進行中の動作)",cooked,cook,was cooking,had cooked,C,"ドアベルが鳴った(rang - 過去)とき、料理をしていた(進行中の動作)ので、過去進行形 was cooking を使います。""While"" (〜する間) も進行形と相性が良いです。",2,multiple_choice
E01-C04-09-001,eng-01,ch04,E01-C04-09,動詞の「過去分詞」は、どの時制を作る際に使われますか？,過去形,大過去（過去完了形）,未来形,現在進行形,B,本文P48で、大過去は「had + 過去分詞」の形で作ると説明されています。（完了形全般で使われますが、この講では大過去で登場）,1,multiple_choice
E01-C04-09-002,eng-01,ch04,E01-C04-09,動詞の「Ving形（現在分詞）」は、どの時制を作る際に使われますか？,過去形,大過去（過去完了形）,未来形,進行形,D,本文P50で、進行形は「be + Ving」の形で作ると説明されています。,1,multiple_choice
E01-C04-09-003,eng-01,ch04,E01-C04-09,"次の文はどの時制ですか？ ""The birds are singing.""",現在形,過去形,現在進行形,未来進行形,C,are singing は be動詞の現在形 + Ving なので現在進行形です。,1,multiple_choice
